"ID","POSTDATE","COMPANY","floorplans__ID","floorplans__NAME","floorplans__SQFTMIN","floorplans__SQFTMAX","unittypes__ID","unittypes__utpricing__LT","unittypes__utpricing__STARTDATE","unittypes__utpricing__ENDDATE","unittypes__utpricing__BASERENT","unittypes__utpricing__CONCESSION","unittypes__utpricing__EFFRENT","unittypes__utpricing__CONTYPE","unittypes__utpricing__CONVALUE","units__ID","units__AVAILDATE","units__STATUS","units__UNITTYPE","units__UNITCAT","units__AMENITYVALUE","units__FLOORPLANID","units__amenity__ID","units__amenity__DESCRIPTION","units__amenity__VALUE","units__offeredterm__LT","units__offeredterm__BASERENT","units__offeredterm__TOTALCONCESSION","units__offeredterm__EFFECTIVERENT","units__offeredterm__CONTYPE","units__offeredterm__CONVALUE","units__offeredterm__STARTDATE","units__offeredterm__ENDDATE","units__offeredterm__PVENDDATE"
"","","","","","","","","11","20171016","20171022","580.00","0.00","580.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","11","20171023","20171029","580.00","0.00","580.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","11","20171030","20171105","595.00","0.00","595.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","11","20171106","20171112","595.00","0.00","595.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","11","20171113","20171119","595.00","0.00","595.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","11","20171120","20171126","595.00","0.00","595.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","11","20171127","20171203","595.00","0.00","595.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","11","20171204","20171210","600.00","0.00","600.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","11","20171211","20171217","600.00","0.00","600.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","12","20170821","20170827","565.00","0.00","565.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","12","20170828","20170903","580.00","0.00","580.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","12","20170904","20170910","580.00","0.00","580.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","12","20170911","20170917","580.00","0.00","580.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","12","20170918","20170924","580.00","0.00","580.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","12","20170925","20171001","585.00","0.00","585.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","12","20171002","20171008","585.00","0.00","585.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","12","20171009","20171015","585.00","0.00","585.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","12","20171016","20171022","585.00","0.00","585.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","12","20171023","20171029","585.00","0.00","585.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","12","20171030","20171105","595.00","0.00","595.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","12","20171106","20171112","595.00","0.00","595.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","12","20171113","20171119","595.00","0.00","595.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","12","20171120","20171126","595.00","0.00","595.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","12","20171127","20171203","595.00","0.00","595.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","12","20171204","20171210","595.00","0.00","595.00","T","0.00","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","12","20171211","20171217","595.00","0.00","595.00","T","0.00","","","","","","","","","","","","","","","","","","",""
